!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
CHAS	ˈtʃɑːz
CHASE	ˈtʃeɪs
CHASE'S	ˈtʃeɪsɪz
CHASED	ˈtʃeɪst
CHASEN	ˈtʃeɪsən
CHASER	ˈtʃeɪsɝ
CHASERS	ˈtʃeɪsɝz
CHASES	ˈtʃeɪsəz, ˈtʃeɪsɪz
CHASIN	ˈtʃæsɪn
CHASING	ˈtʃeɪsɪŋ
CHASKA	ˈtʃæskə
CHASM	ˈkæzəm
CHASON	ˈtʃæsən
CHASSE	ˈtʃæs
CHASSIS	ˈtʃæsi
CHASTAIN	ʃəˈsteɪn
CHASTE	ˈtʃeɪst
CHASTEEN	tʃəˈstiːn
CHASTEN	ˈtʃeɪsən
CHASTENED	ˈtʃeɪsənd
CHASTISE	tʃæˈstaɪz
CHASTISED	tʃæˈstaɪzd
CHASTISES	tʃæˈstaɪzɪz
CHASTISING	tʃæˈstaɪzɪŋ
CHASTITY	ˈtʃæstəti
CHAT	ˈtʃæt
CHATAQUA	ʃəˈtɑːkwə
CHATEAU	ʃæˈtoʊ
CHATEAUX	ʃəˈtoʊ
CHATFIELD	ˈtʃætˌfiːld
CHATHAM	ˈtʃætəm
CHATICHAI	ˈtʃætɪˌtʃaɪ
CHATICHAI'S	ˈtʃæˌtɪkaɪz, ˈtʃætɪˌtʃaɪz
CHATIHACHI	ˌtʃætɪˈhɑːtʃi
CHATIHACHI'S	ˌtʃætɪˈhɑːtʃiːz
CHATMAN	ˈtʃætmən
CHATMON	ˈtʃætmən
CHATO	ˈtʃeɪtoʊ
CHATS	ˈtʃæts
CHATSWOOD	ˈtʃætˌswʊd
CHATSWORTH	ˈtʃætˌswɝːθ
CHATTAHOOCHEE	ˌtʃætəˈhuːtʃi
CHATTAHOOCHEE'S	ˌtʃætəˈhuːtʃiːz
CHATTANOOGA	ˌtʃætəˈnuːgə
CHATTANOOGA'S	ˌtʃætəˈnuːgəz
CHATTANUGA	ˌtʃætəˈnuːgə
CHATTED	ˈtʃætəd, ˈtʃætɪd
CHATTEL	ˈtʃætəl
CHATTER	ˈtʃætɝ
CHATTERING	ˈtʃætɝɪŋ
CHATTERJEE	tʃəˈtɝːdʒi
CHATTERTON	ˈtʃætɝtən
CHATTERTON'S	ˈtʃætɝtənz
CHATTIN	ˈtʃætɪn
CHATTING	ˈtʃætɪŋ
CHATTY	ˈtʃæti
CHATWAL	ˈtʃæˌtwɔl
CHATWIN	ˈtʃætwɪn
CHATZ	ˈtʃæts
CHATZ'	ˈtʃæts
CHATZ'S	ˈtʃætsɪz
CHAU	ˈʃoʊ
CHAUCER	ˈtʃɔsɝ
CHAUCER'S	ˈtʃɔsɝz
CHAUDHRY	ˈtʃɔdri
CHAUDOIN	ʃoʊˈdɔɪn
CHAUFFEUR	ʃoʊˈfɝː, ˈʃoʊfɝ
CHAUFFEUR'S	ʃoʊˈfɝːz, ˈʃoʊfɝz
CHAUFFEURED	ʃoʊˈfɝːd, ˈʃoʊfɝd
CHAUFFEURS	ʃoʊˈfɝːz, ˈʃoʊfɝz
CHAUMET	ˈtʃɔmɪt
CHAUNCE	ˈtʃɔns
CHAUNCEY	ˈtʃɔnsi
CHAUNCY	ˈtʃɔnsi
CHAUS	ˈtʃaʊs
CHAUSSE	ˈtʃaʊs
CHAUSSEE	ˈtʃaʊsi
CHAUTAUQUA	ʃəˈtɔkwə
CHAUTAUQUAN	ʃəˈtɔkwən
CHAUTAUQUANS	ʃəˈtɔkwənz
CHAUVIN	ʃoʊˈvæn
CHAUVINISM	ˈʃoʊvəˌnɪzəm
CHAUVINIST	ˈʃoʊvənəst
CHAUVINISTIC	ˌtʃoʊvəˈnɪstɪk
CHAUVINISTS	ˈʃoʊvənəsts
CHAVALIT	tʃəˈvɑːlɪt
CHAVARRIA	tʃəˈværiːə
CHAVERS	ˈtʃeɪvɝz
CHAVES	ˈtʃeɪvz
CHAVEZ	ˈʃɑːvɛz, ˈtʃæˌvɛz, ʃəˈvɛz
CHAVIN	ˈtʃeɪvɪn
CHAVIRA	kɑːˈvɪrə
CHAVIS	ˈtʃævɪs, ˈtʃeɪvɪs
CHAVIS'	ˈtʃævɪs, ˈtʃeɪvɪs
CHAVITZ	ˈtʃævɪts
CHAVOUS	ʃəˈvɔs
CHAW	ˈtʃɔ
CHAWLA	ˈtʃɔlə
CHAYON	ˈtʃeɪən
CHAZ	ˈtʃæz
CHAZANOFF	ˈtʃæzənɔf
CHAZEN	ˈtʃeɪzən
CHAZOV	ˈtʃæzɑːv
CHAZZ	ˈtʃæz, ˈtʃɑːz
CHE	ˈtʃeɪ
CHE'S	ˈtʃeɪz
CHEA	ˈtʃiː
CHEADLE	ˈtʃiːdəl
CHEANE	ˈtʃiːn
CHEANE'S	ˈtʃiːnz
CHEANEY	ˈtʃiːni
CHEAP	ˈtʃiːp
CHEAPEN	ˈtʃiːpən
CHEAPENED	ˈtʃiːpənd
CHEAPENING	ˈtʃiːpənɪŋ
CHEAPENS	ˈtʃiːpənz
CHEAPER	ˈtʃiːpɝ
CHEAPEST	ˈtʃiːpəst
CHEAPLY	ˈtʃiːpli
CHEAPNESS	ˈtʃiːpnəs
CHEAPO	ˈtʃiːˌpoʊ
CHEAPSKATE	ˈtʃiːpˌskeɪt
CHEAT	ˈtʃiːt
CHEATED	ˈtʃiːtəd, ˈtʃiːtɪd
CHEATER	ˈtʃiːtɝ
CHEATERS	ˈtʃiːtɝz
CHEATHAM	ˈtʃiːtəm
CHEATING	ˈtʃiːtɪŋ
CHEATS	ˈtʃiːts
CHEATUM	ˈtʃiːtəm
CHEATWOOD	ˈtʃiːˌtwʊd
CHEBRIKOV	ˈtʃɛbrɪˌkɑːv
CHECCHI	ˈtʃɛki
CHECHEN	ˈtʃɛtʃɪn
CHECHEN'S	ˈtʃɛtʃɪnz
CHECHENS	ˈtʃɛtʃɪnz
CHECHNYA	ˈtʃɛtʃniːə
CHECHNYA'S	ˈtʃɛtʃniːəz
CHECHNYAN	ˈtʃɛtʃniːən
CHECHNYAN'S	ˈtʃɛtʃniːənz
CHECHNYANS	ˈtʃɛtʃniːənz
CHECK	ˈtʃɛk
CHECK-UP	ˈtʃɛˌkəp
CHECKBOOK	ˈtʃɛkˌbʊk
CHECKBOOKS	ˈtʃɛkˌbʊks
CHECKED	ˈtʃɛkt
CHECKER	ˈtʃɛkɝ
CHECKERBOARD	ˈtʃɛkɝˌbɔrd
CHECKERBOARDING	ˈtʃɛkɝˌbɔrdɪŋ
CHECKERBOARDS	ˈtʃɛkɝˌbɔrdz
CHECKERED	ˈtʃɛkɝd
CHECKERS	ˈtʃɛkɝz
CHECKERSPOT	ˈtʃɛkɝˌspɑːt
CHECKETTS	ˈtʃɛkɪts
CHECKING	ˈtʃɛkɪŋ
CHECKLIST	ˈtʃɛˌklɪst
CHECKLISTS	ˈtʃɛˌklɪsts
CHECKMATE	ˈtʃɛkˌmeɪt
CHECKMATES	ˈtʃɛkˌmeɪts
CHECKOFF	ˈtʃɛˌkɔf
CHECKOUT	ˈtʃɛˌkaʊt
CHECKOUTS	ˈtʃɛˌkaʊts
CHECKPOINT	ˈtʃɛkˌpɔɪnt
CHECKPOINTS	ˈtʃɛkˌpɔɪnts
CHECKS	ˈtʃɛks
CHECKUP	ˈtʃɛˌkəp
CHECKUPS	ˈtʃɛˌkəps
CHEDDAR	ˈtʃɛdɝ
CHEDDARS	ˈtʃɛdɝz
CHEDESTER	ˈtʃɛdɪstɝ
CHEE	ˈtʃiː
CHEECH	ˈtʃiːtʃ
CHEEK	ˈtʃiːk
CHEEKBONE	ˈtʃiːkˌboʊn
CHEEKBONES	ˈtʃiːkˌboʊnz
CHEEKED	ˈtʃiːkt
CHEEKS	ˈtʃiːks
CHEEKTOWAGA	ˌtʃiːktəˈwɑːgə
CHEEKY	ˈtʃiːki
CHEELY	ˈtʃiːli
CHEER	ˈtʃɪr
CHEERED	ˈtʃɪrd
CHEERFUL	ˈtʃɪrfəl
CHEERFULLY	ˈtʃɪrfəli, ˈtʃɪrfli
CHEERFULNESS	ˈtʃɪrfəlnəs
CHEERIER	ˈtʃɪriːɝ
CHEERIEST	ˈtʃɪriːəst
CHEERING	ˈtʃɪrɪŋ
CHEERIO	ˈtʃɪriːoʊ
CHEERIOS	ˈtʃɪriːoʊs
CHEERLEADER	ˈtʃɪrˌliːdɝ
CHEERLEADERS	ˈtʃɪrˌliːdɝz
CHEERLEADING	ˈtʃɪrˌliːdɪŋ
CHEERS	ˈtʃɪrz
CHEERY	ˈtʃɪri
CHEESE	ˈtʃiːz
CHEESEBURGER	ˈtʃiːzbɝgɝ
CHEESEBURGERS	ˈtʃiːzbɝgɝz
CHEESECAKE	ˈtʃiːzˌkeɪk
CHEESEMAN	ˈtʃiːzmən
CHEESER	ˈtʃiːzɝ
CHEESES	ˈtʃiːzɪz
CHEESIER	ˈtʃiːziːɝ
CHEESIEST	ˈtʃiːziːɪst
CHEESMAN	ˈtʃiːzmən
CHEESY	ˈtʃiːzi
CHEETAH	ˈtʃiːtə
CHEETAHS	ˈtʃiːtəz
CHEETAL	ˈtʃiːtəl
CHEETAN	ˈtʃiːtən
CHEETHAM	ˈtʃiːθəm
CHEEVER	ˈtʃiːvɝ
CHEF	ˈʃɛf
CHEF'S	ˈʃɛfs
CHEFITZ	ˈtʃɛfɪts
CHEFS	ˈʃɛfs
CHEIL	ˈtʃaɪl
CHEIMI	ˈtʃeɪmi
CHEK	ˈtʃɛk
CHEKHOV	ˈtʃɛkɑːv
CHEKHOV'S	ˈtʃɛkɑːvz
CHELAN	ˈtʃɛlən
CHELETTE	ʃɪˈlɛt
CHELF	ˈtʃɛlf
CHELL	ˈtʃɛl
CHELLIS	ˈtʃɛlɪs
CHELMSFORD	ˈtʃɛlmsfɝd
CHELSEA	ˈtʃɛlsi
CHELSEA'S	ˈtʃɛlsiːz
CHELYABINSK	tʃɛljəˈbɪnsk
CHEM	ˈkɛm
CHEMA	ˈtʃɛmɑː
CHEMANIA	tʃəˈmeɪnjə
CHEMCLEAR	ˈtʃɛmˌklɪr
CHEMDESIGN	ˈtʃɛmdəˌzaɪn
CHEMED	ˈkɛmɛd, ˈkɛmd
CHEMEL	ˈkɛmɛl
CHEMERINSKY	ˌtʃɛmɝˈɪnski
CHEMETRON	ˈtʃɛmətrɑːn
CHEMFIX	ˈtʃɛmfɪks
CHEMI	ˈkɛmi
CHEMICAL	ˈkɛmɪkəl
CHEMICAL'S	ˈkɛmɪkəlz
CHEMICALLY	ˈkɛmɪkli
CHEMICALS	ˈkɛmɪkəlz
CHEMICALS'	ˈtʃɛmɪkəlz
CHEMIE	ˈtʃɛmi
CHEMINS	ʃəˈmɪnz
CHEMISE	ʃəˈmiːz
CHEMIST	ˈkɛmɪst
CHEMISTRY	ˈkɛmɪstri
CHEMISTS	ˈkɛmɪsts
CHEMLAWN	ˈkɛmˌlɔn
CHEMLAWN'S	ˈkɛmˌlɔnz
CHEMO	ˈkiːmoʊ
CHEMOTHERAPY	ˌkiːmoʊˈθɛrəpi
CHEMYR	ˈkɛmɪr
CHEN	ˈtʃɛn
CHEN'S	ˈtʃɛnz
CHENARD	ˈtʃɛnɝd
CHENAULT	ʃɪˈnoʊ
CHENETTE	ʃɪˈnɛt
CHENEVERT	ˈtʃɛnɪvɝt
CHENEY	ˈtʃeɪni
CHENEY'S	ˈtʃeɪniːz
CHENG	ˈtʃɛŋ
CHENG-CHUNG	ˈtʃɛŋˈtʃʊŋ
CHENG-HUA	ˈtʃɛŋˈhwɑː
CHENGDU	ˌtʃɛŋˈduː
CHENGXIANG	ˈtʃɛŋʃˈjɑːŋ
CHENIER	ˈtʃɛnjɝ
CHENNAI	ˈtʃɛˌnaɪ
CHENNAULT	ˈtʃɛnɔlt
CHENOWETH	ˈtʃɛnəwɛθ
CHENOWITZ	ˈtʃɛnəwɪts
CHENXIANG	ˈtʃɛnʃˈjɑːŋ
CHEONG	ˈtʃiːɔŋ
CHEQUE	ˈtʃɛk
CHEQUES	ˈtʃɛks
CHER	ˈʃɛr
CHERAMIE	ˈtʃɛrəˌmiː
CHERBOURG	ˈʃɛrbuːrg
CHERI	ˈʃɛri
CHERICO	kɝˈiːkoʊ, tʃɝˈiːkoʊ
CHERIE	ˈʃɛri
CHERISH	ˈtʃɛrɪʃ
CHERISHED	ˈtʃɛrɪʃt
CHERISHES	ˈtʃɛrɪʃɪz
CHERISHING	ˈtʃɛrɪʃɪŋ
CHERMAK	ˈtʃɝːmək
CHERN	ˈtʃɝːn
CHERNE	ˈtʃɝːn
CHERNENKO	tʃɝˈnɛŋkoʊ
CHERNEY	ˈtʃɝːni
CHERNICK	ˈtʃɝːnɪk
CHERNIN	ˈtʃɝːnɪn
CHERNOBYL	tʃɝˈnoʊbəl
CHERNOBYL'S	tʃɝˈnoʊbəlz
CHERNOFF	ˈkɝːnɔf
CHERNOMYRDIN	ˌtʃɛrnoʊˈmɪrdən
CHERNOMYRDIN'S	ˌtʃɛrnoʊˈmɪrdənz
CHERNOW	ˈtʃɝːnoʊ
CHERNY	ˈtʃɝːni
CHEROKEE	ˈtʃɛrəˌkiː
CHEROKEE'S	ˈtʃɛrəˌkiːz
CHEROKEES	ˈtʃɛrəˌkiːz
CHERRAPUNJI	ˌtʃɛrəˈpʌndʒi
CHERRIER	ˈtʃɛriːɝ
CHERRIES	ˈtʃɛriːz
CHERRINGTON	ˈtʃɛrɪŋtən
CHERRY	ˈtʃɛri
CHERRY'S	ˈtʃɛriːz
CHERRYSTONE	ˈtʃɛriːˌstoʊn
CHERRYSTONES	ˈtʃɛriːˌstoʊnz
CHERT	ˈtʃɝːt
CHERTKOW	ˈtʃɝːtkaʊ
CHERTOFF	ˈtʃɝːtɑːf
CHERTS	ˈtʃɝːts
CHERUB	ˈtʃɛrəb
CHERUBIC	tʃɝˈuːbɪk
CHERUBINI	kɝuːˈbiːni
CHERUBS	ˈtʃɛrəbz
CHERUMIRDAN	ˌtʃɛrəˈmɪrdən
CHERUMIRDAN'S	ˌtʃɛrəˈmɪrdənz
CHERVENAK	ˈtʃɝːvɪnæk
CHERY	ˈtʃɛri
CHERYL	ˈʃɛrəl
CHES	ˈtʃɛs
CHESAPEAKE	ˈtʃɛsəˌpiːk
CHESBRO	ˈkɛsbroʊ
CHESEBRO	kɛˈsɛbroʊ
CHESEBROUGH	ˈtʃɛsəbruː
CHESHER	ˈtʃɛʃɝ
CHESHIER	ˈtʃɛʃiːɝ
CHESHIRE	ˈtʃɛʃɝ
CHESLER	ˈtʃɛsəlɝ, ˈtʃɛslɝ
CHESLEY	ˈtʃɛsli
CHESLOCK	ˈtʃɛslək
CHESNEY	ˈtʃɛsni
CHESNUT	ˈtʃɛˌsnət
CHESNUTT	ʃɪˈsnʌt, tʃɛˈsnʌt
CHESS	ˈtʃɛs
CHESSBOARD	ˈtʃɛsˌbɔrd
CHESSBOARDS	ˈtʃɛsˌbɔrdz
CHESSER	ˈtʃɛsɝ
CHESSHER	ˈtʃɛʃɝ
CHESSHIR	ʃɪˈʃɝː
CHESSMAN	ˈtʃɛsmən
CHESSON	ˈtʃɛsən
CHEST	ˈtʃɛst
CHESTANG	ˈtʃɛstəŋ
CHESTED	ˈtʃɛstəd, ˈtʃɛstɪd
CHESTER	ˈtʃɛstɝ
CHESTERFIELD	ˈtʃɛstɝˌfiːld
CHESTERMAN	ˈtʃɛstɝmən
CHESTERS	ˈtʃɛstɝz
CHESTERSON	ˈtʃɛstɝsən
CHESTERTON	ˈtʃɛstɝtən
CHESTMAN	ˈtʃɛstmən
CHESTNUT	ˈtʃɛˌsnət, ˈtʃɛstˌnət
CHESTNUTS	ˈtʃɛsnəts
CHESTNUTT	ˈtʃɛstnət
CHESTON	ˈtʃɛstən
CHESTS	ˈtʃɛsts
CHET	ˈtʃɛt
CHETNIKS	ˈtʃɛtnɪks
CHETWIN	ˈtʃɛtwɪn
CHEUNG	tʃˈjuːŋ
CHEUSE	ˈtʃuːs
CHEUVRONT	ʃuːvˈrɑːnt
CHEVALIER	ˌʃɛvəˈlɪr
CHEVERLY	ˈtʃɛvɝli
CHEVES	ˈtʃiːvz
CHEVETTE	ʃəˈvɛt
CHEVIES	ˈtʃɛviːz
CHEVIK	ˈtʃɛvɪk
CHEVIOT	ˈʃɛviːət
CHEVIOTS	ˈtʃiːviːəts
CHEVIS	ˈtʃɛvɪs
CHEVRETTE	ʃɪvˈrɛt
CHEVRIER	ˈtʃɛvˌriːɝ
CHEVROLET	ˌʃɛvroʊˈleɪ
CHEVROLET'S	ˌʃɛvroʊˈleɪz
CHEVROLETS	ˌʃɛvrəˈleɪz, ˌʃɛvroʊˈleɪz
CHEVRON	ˈʃɛvrən, ˈʃɛvrɑːn
CHEVRON'S	ˈʃɛvrənz, ˈʃɛvrɑːnz
CHEVY	ˈʃɛˌviː, ˈtʃɛˌviː
CHEVY'S	ˈʃɛˌviːz, ˈtʃɛˌviːz
CHEVYS	ˈʃɛˌviːs, ˈtʃɛˌviːs
CHEW	ˈtʃuː
CHEWED	ˈtʃuːd
CHEWER	ˈtʃuːɝ
CHEWERS	ˈtʃuːɝz
CHEWING	ˈtʃuːɪŋ
CHEWNING	ˈtʃuːnɪŋ
CHEWS	ˈtʃuːz
CHEWY	ˈtʃuːi
CHEYENNE	ʃaɪˈɛn
CHEYENNE'S	ʃaɪˈɛnz
CHEYENNES	ʃaɪˈɛnz
CHEYNE	ˈtʃeɪn
CHEYNEY	ˈtʃeɪˌniː
CHEZ	ˈʃeɪ, ˈtʃɛz
CHI	ˈkaɪ
CHI'S	ˈkaɪz
CHIA	ˈtʃiːə
CHIANESE	kiːɑːˈneɪzi
CHIANG	ˈtʃæŋ
CHIANG'S	ˈtʃæŋz
CHIANTI	tʃiːˈænti
CHIAPAS	tʃiːˈɑːpəs
CHIAPAS'	tʃiːˈɑːpəz
CHIAPPARONE	tʃiːˈæpɝˌoʊn
CHIAPPETTA	kiːɑːˈpɛtə
CHIAPPONE	kiːɑːˈpoʊni
CHIARA	ˈkjɑːrə
CHIARAMONTE	kiːɑːrɑːˈmoʊnti
CHIARELLA	kiːɑːˈrɛlə
CHIARELLI	kiːɑːˈrɛli
CHIARELLO	kiːɑːˈrɛloʊ
CHIARENZA	kiːɑːˈrɛnzə
CHIARNIM	kiːˈɑːrˌnɪm
CHIARO	kiːˈɑːroʊ
CHIASSO	tʃiːˈɑːsoʊ
CHIASSON	tʃiːˈɑːsən
CHIAT	ˈtʃiːæt
CHIAVETTA	kiːɑːˈvɛtə
CHIBA	ˈtʃiːbə
CHIC	ˈʃiːk
CHICAGO	ʃəˈkɑːˌgoʊ
CHICAGO'S	ʃəˈkɑːˌgoʊz
CHICAGOAN	ˈtʃɪkəˌgoʊn
CHICAGOANS	ʃəˈkɑːˌgoʊənz
CHICANERY	ʃɪˈkeɪnɝi
CHICANO	tʃɪˈkɑːnoʊ
CHICANOS	tʃɪˈkɑːnoʊz
CHICHAUHA	ˌtʃiːˈtʃaʊə
CHICHAUHA'S	ˌtʃiːˈtʃaʊəz
CHICHESTER	ˈtʃɪtʃɛstɝ
CHICHI	ˈtʃiːtʃi
CHICK	ˈtʃɪk
CHICK'S	ˈtʃɪks
CHICKASAW	ˈtʃɪkəˌsɔ
CHICKASAWS	ˈtʃɪkəˌsɔz
CHICKED	tʃɪkt
CHICKEN	ˈtʃɪkən
CHICKEN'S	ˈtʃɪkənz
CHICKENED	ˈtʃɪkənd
CHICKENING	ˈtʃɪkənɪŋ
CHICKENS	ˈtʃɪkənz
CHICKENS'	ˈtʃɪkənz
CHICKERING	ˈtʃɪkɝɪŋ
CHICKS	ˈtʃɪks
CHICO	ˈtʃiːˌkoʊ
CHICO'S	ˈtʃiːˌkoʊz
CHICOINE	tʃɪˈkɔɪn
CHICOTS	ˈtʃɪkəts
CHIDE	ˈtʃaɪd
CHIDED	ˈtʃaɪdɪd
CHIDES	ˈtʃaɪdz
CHIDESTER	ˈtʃɪdɪstɝ
CHIDEYA	tʃɪˈdiːjə, tʃɪˈdeɪjə
CHIDING	ˈtʃaɪdɪŋ
CHIDSEY	ˈtʃɪdzi
CHIEF	ˈtʃiːf
CHIEF'S	ˈtʃiːfs
CHIEFDOM	ˈtʃiːfdəm
CHIEFFO	ˈkiːfoʊ
CHIEFLY	ˈtʃiːfli
CHIEFS	ˈtʃiːfs
CHIEFS'	ˈtʃiːfs
CHIEFTAIN	ˈtʃiːftən
CHIEFTAIN'S	ˈtʃiːftənz
CHIEFTAINS	ˈtʃiːftənz
CHIEN	ˈtʃɛn
CHIENGMAI	ˈtʃɛŋˈmaɪ
CHIESA	ˈkiːsə
CHIFFON	ʃɪˈfɑːn
CHIGGERS	ˈtʃɪgɝz
CHIGNEY	ˈtʃɪgni
CHIHUAHUA	tʃəˈwɑːˌwɑː, ˌtʃiːˈwɑːwə
CHIKANE	tʃɪˈkɑːneɪ
CHIKATILO	ˌtʃɪkəˈtɪˌloʊ
CHIKOS	ˈtʃiːˌkoʊs
CHILBLAIN	ˈtʃɪlˌbleɪn
CHILBLAINS	ˈtʃɪlˌbleɪnz
CHILCOAT	ˈtʃɪlˌkoʊt
CHILCOTE	ˈtʃɪlˌkoʊt
CHILCOTT	ˈtʃɪlkɔt
CHILCUTT	ˈtʃɪlkɔt
CHILD	ˈtʃaɪld
CHILD'S	ˈtʃaɪldz
CHILDBEARING	ˈtʃaɪldˌbɛrɪŋ
CHILDBIRTH	ˈtʃaɪldˌbɝːθ
CHILDCARE	ˈtʃaɪldˌkɛr
CHILDCRAFT	ˈtʃaɪldˌkræft
CHILDE	ˈtʃɪld
CHILDENER	ˈtʃɪldɪnɝ
CHILDENER'S	ˈtʃɪldɪnɝz
CHILDERS	ˈtʃɪldɝz
CHILDHOOD	ˈtʃaɪldˌhʊd
CHILDHOODS	ˈtʃaɪldˌhʊdz
CHILDISH	ˈtʃaɪldɪʃ
CHILDLESS	ˈtʃaɪldləs
CHILDLIKE	ˈtʃaɪldˌlaɪk
CHILDRAISING	ˈtʃaɪlˌdreɪzɪŋ
CHILDREE	tʃaɪlˈdriː
CHILDREN	ˈtʃɪldrən
CHILDREN'S	ˈtʃɪldrənz
CHILDRENS	ˈtʃɪldrənz
CHILDRENS'	ˈtʃɪldrənz
CHILDRES	ˈtʃaɪldɝz
CHILDRESS	ˈtʃɪldrɪs
CHILDREY	ˈtʃɪldri
CHILDS	ˈtʃaɪldz
CHILE	ˈtʃɪli
CHILE'S	ˈtʃɪliːz
CHILEAN	ˈtʃɪliːən
CHILEANS	ˈtʃɪliːənz
CHILES	ˈtʃaɪlz, ˈtʃɪliːz
CHILES'S	ˈtʃɪliːzɪz
CHILI	ˈtʃɪli
CHILI'S	ˈtʃɪliːz
CHILIES	ˈtʃɪliːz
CHILIS	ˈtʃɪliːz
CHILL	ˈtʃɪl
CHILLED	ˈtʃɪld
CHILLEMI	kiːˈlɛmi
CHILLER	ˈtʃɪlɝ
CHILLICOTHE	ˈtʃɪlɪkɔθ
CHILLIER	ˈtʃɪliːɝ
CHILLIES	ˈtʃɪliːz
CHILLIEST	ˈtʃɪliːəst
CHILLING	ˈtʃɪlɪŋ
CHILLINGLY	ˈtʃɪlɪŋli
CHILLS	ˈtʃɪlz
CHILLY	ˈtʃɪli
CHILMARK	ˈtʃɪlˌmɑːrk
CHILSON	ˈtʃɪlsən
CHILTON	ˈtʃɪltən
CHIMAYO	tʃɪˈmaɪoʊ
CHIME	ˈtʃaɪm
CHIMED	ˈtʃaɪmd
CHIMENTI	tʃɪˈmɛnti
CHIMENTO	tʃɪˈmɛntoʊ
CHIMERA	tʃɪˈmɛrə
CHIMERICAL	kɪˈmɛrəkəl
CHIMERINE	ˈtʃɪmɝˌiːn
CHIMES	ˈtʃaɪmz
CHIMICLES	ˈtʃɪmɪkəlz
CHIMIE	ˈtʃɪmi
CHIMNEY	ˈtʃɪmni
CHIMNEYS	ˈtʃɪmniːz
CHIMP	ˈtʃɪmp
CHIMPANZEE	tʃɪmˈpænzi
CHIMPANZEES	tʃɪmˈpænziːz
CHIMPS	ˈtʃɪmps
CHIMURENGA	ˌtʃɪmɝˈɛngə
CHIN	ˈtʃɪn
CHINA	ˈtʃaɪnə
CHINA'S	ˈtʃaɪnəz
CHINATOWN	ˈtʃaɪnəˌtaʊn
CHINCHILLA	tʃɪnˈtʃɪlə
CHINEN	ˈtʃɪnən
CHINESE	tʃaɪˈniːz
CHINESE-ENGLISHMAN	tʃaɪˌniːˈzɪŋglɪʃmən
CHING	ˈtʃɪŋ
CHINH	ˈtʃɪn
CHINK	ˈtʃɪŋk
CHINKS	ˈtʃɪŋks
CHINN	ˈtʃɪn
CHINN'S	ˈtʃɪnz
CHINNICI	kiːˈniːtʃi
CHINNOCK	ˈtʃɪnək
CHINO	ˈtʃiːnoʊ
CHINOOK	ʃɪˈnʊk, ˌtʃɪˈnʊk
CHINOOKS	tʃɪˈnʊks, ˌʃɪˈnʊks
CHINOY	ˈtʃɪˌnɔɪ
CHINTUNG	ˈtʃɪntəŋ
CHINTZY	ˈtʃɪntsi
CHIODO	kiːˈoʊˌdoʊ
CHIP	ˈtʃɪp
CHIP'S	ˈtʃɪps
CHIPBOARD	ˈtʃɪpˌbɔrd
CHIPCOM	ˈtʃɪpˌkɑːm
CHIPCOM'S	ˈtʃɪpˌkɑːmz
CHIPELLO	tʃɪˈpɛloʊ
CHIPETAS	tʃɪˈpiːtɑːz
CHIPITA	tʃəˈpiːtɑː
CHIPLEY	ˈtʃɪpli
CHIPMAKER	ˈtʃɪpˌmeɪkɝ
CHIPMAKERS	ˈtʃɪpˌmeɪkɝz
CHIPMAN	ˈtʃɪpmən
CHIPMUNK	ˈtʃɪpməŋk
CHIPMUNKS	ˈtʃɪpməŋks
CHIPOTE	tʃɪˈpoʊt
CHIPOTLE	tʃɪˈpoʊtˌliː
CHIPPED	ˈtʃɪpt
CHIPPENDALE	ˈtʃɪpəˌdeɪl
CHIPPENDALES	ˈtʃɪpəˌdeɪl
CHIPPER	ˈtʃɪpɝ
CHIPPEWA	ˈtʃɪpəˌwɑː
CHIPPING	ˈtʃɪpɪŋ
CHIPPS	ˈtʃɪps
CHIPPY	ˈtʃɪpi
CHIPS	ˈtʃɪps
CHIPSOFT	ˈtʃɪpˌsɔft
CHIQUITA	kɪˈkwiːtə, tʃɪˈkwiːtə, tʃɪˈkiːtə
CHIRAC	ʃɪˈræk
CHIRAC'S	ʃɪˈræks
CHIRCO	ˈkɪrkoʊ
CHIRICO	kɪˈriːkoʊ
CHIRON	ˈtʃaɪrən
CHIRON'S	ˈtʃaɪrənz
CHIROPRACTIC	ˌkaɪroʊˈpræktɪk
CHIROPRACTOR	ˈkaɪrəˌpræktɝ
CHIROPRACTOR'S	ˈkaɪroʊˌpræktɝz
CHIROPRACTORS	ˈkaɪrəˌpræktɝz
CHIRP	ˈtʃɝːp
CHIRPING	ˈtʃɝːpɪŋ
CHIRPS	ˈtʃɝːps
CHIRPY	ˈtʃɝːpi
CHISAM	ˈtʃɪsəm
CHISEL	ˈtʃɪzəl
CHISELED	ˈtʃɪzəld
CHISELING	ˈtʃɪzəlɪŋ, ˈtʃɪzlɪŋ
CHISELS	ˈtʃɪzəlz
CHISENHALL	tʃɪˈsɛnhəl
CHISHOLM	ˈtʃɪzəm
CHISLER	ˈtʃɪsəlɝ, ˈtʃɪslɝ, ˈtʃɪzlɝ
CHISM	ˈtʃɪzəm
CHISMAN	ˈtʃɪsmən
CHISMAR	ˈtʃɪzmɝ
CHISOLM	ˈtʃɪsoʊm
CHISOM	ˈtʃɪsəm
